yeUnnamed: 0,id,sentence_id,date,bank,chair,day_of_week,doc_word_count,sentence_word_count,text,daniel_label,eric_label,sam_label,majority_label,is_tie,strategy_a,strategy_b,strategy_c
,20240918-fed,20240918-fed_9,2024-09-18,fed,Jerome Powell,Wed,6256,37,"This decision reflects our 
growing confidence that with an appropriate recalibration of our policy stance, strength in the 
labor market can be maintained in a context of moderate growth and inflation moving 
sustainably down to 2 percent.",hawkish,dovish,hawkish,hawkish,False,neutral,neutral,hawkish
,20230614-fed,20230614-fed_137,2023-06-14,fed,Jerome Powell,Wed,6570,25,"The economy is—the labor market, I think, has surprised many, if 
not all, analysts over the last couple of years with its extraordinary resilience, really.",neutral,dovish,neutral,neutral,False,neutral,neutral,hawkish
,20240731-fed,20240731-fed_273,2024-07-31,fed,Jerome Powell,Wed,6371,22,"I’ll say this, too:  We never use our tools to support or oppose a 
political party, a politician, or any political outcome.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20200429-fed,20200429-fed_136,2020-04-29,fed,Jerome Powell,Wed,6173,21,"I—you know, 
I would say, just on the U.S.—on the U.S. economy, there are things you can say, one can say.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210616-fed,20210616-fed_398,2021-06-16,fed,Jerome Powell,Wed,7956,32,"The situation that we, we addressed in 


 our—in our Statement on Longer-Run Goals and Monetary Policy Strategy was a situation in 
which employment was at very high levels, but inflation was low.",neutral,dovish,neutral,neutral,False,dovish,neutral,neutral
,20210728-fed,20210728-fed_338,2021-07-28,fed,Jerome Powell,Wed,7149,6,It’s going to take some time.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210728-fed,20210728-fed_286,2021-07-28,fed,Jerome Powell,Wed,7149,26,"And—but no decisions are made, and, and I’m just not in a position to, to give you 
much guidance, really any guidance, on the actual timing.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190501-fed,20190501-fed_201,2019-05-01,fed,Jerome Powell,Wed,4866,5,And another one is airfares.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220727-fed,20220727-fed_11,2022-07-27,fed,Jerome Powell,Wed,7286,8,Recent indicators of spending and production have softened.,dovish,hawkish,dovish,dovish,False,dovish,dovish,neutral
,20240612-fed,20240612-fed_328,2024-06-12,fed,Jerome Powell,Wed,6984,40,"And, and, you know, the best thing we can do is, is to foster a very strong jobs economy, 
which we think we have done—ultimately to get inflation under control, because those people 
experience inflation, you know, very directly—very painfully.",hawkish,neutral,hawkish,hawkish,False,hawkish,neutral,dovish
,20231101-fed,20231101-fed_228,2023-11-01,fed,Jerome Powell,Wed,6751,7,And QT is certainly on that list.,neutral,neutral,neutral,neutral,False,hawkish,hawkish,hawkish
,20231101-fed,20231101-fed_131,2023-11-01,fed,Jerome Powell,Wed,6751,1,No.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220921-fed,20220921-fed_65,2022-09-21,fed,Jerome Powell,Wed,5462,43,"And in 
light of the high inflation we’re seeing, we think we’ll need to—and in light of what I just said, 
we think that we’ll need to bring our funds rate to a restrictive level and to keep it there for 
some time.",hawkish,hawkish,hawkish,hawkish,False,hawkish,hawkish,hawkish
,20161214-fed,20161214-fed_67,2016-12-14,fed,Janet Yellen,Wed,4874,25,"As you know, this was a decision that 
was well anticipated in markets, and I think it will have relatively small effect on market rates.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20200429-fed,20200429-fed_108,2020-04-29,fed,Jerome Powell,Wed,6173,12,"Main Street 
facility is—we’re close to announcing—to issuing a new term sheet.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190918-fed,20190918-fed_235,2019-09-18,fed,Jerome Powell,Wed,6392,6,"It’s—you know, it’s tough to say.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20170315-fed,20170315-fed_42,2017-03-15,fed,Janet Yellen,Wed,5070,14,"Moreover, fiscal policy is only one of 
many factors that can influence the outlook.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20221102-fed,20221102-fed_283,2022-11-02,fed,Jerome Powell,Wed,6180,32,"But what you’re—the implication is that 
there are still, as people, as non-new leases roll over and expire, right, they’re still in the pipeline, 
there’s still some significant rate increases coming, okay?",hawkish,hawkish,hawkish,hawkish,False,hawkish,hawkish,neutral
,20251029-fed,20251029-fed_92,2025-10-29,fed,Jerome Powell,Wed,7197,15,"Of course, reserves will continue to decline from that point forward as nonreserve 
liabilities grow.",hawkish,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190619-fed,20190619-fed_254,2019-06-19,fed,Jerome Powell,Wed,5303,16,"You know, I think the issue isn’t that the banks don’t understand what 
the rules are.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20210616-fed,20210616-fed_129,2021-06-16,fed,Jerome Powell,Wed,7956,22,"So we, we do tend to look at the longer-term inflation expectations, 
because that’s really, we think, what matters for, for inflation.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20181219-fed,20181219-fed_212,2018-12-19,fed,Jerome Powell,Wed,5060,6,So did that answer your question?,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20250319-fed,20250319-fed_219,2025-03-19,fed,Jerome Powell,Wed,6856,29,"You’re trying to extract a signal from that, and the signal is what’s going to be the effect on 
economic activity, on inflation, on employment, and all those things.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220126-fed,20220126-fed_167,2022-01-26,fed,Jerome Powell,Wed,7124,7,"Now, we didn’t intend to do that.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20230322-fed,20230322-fed_106,2023-03-22,fed,Jerome Powell,Wed,5332,29,"And so what we did was, early 
Monday morning, we sat down and said, “Let’s do this.”  And he, he was obviously going to lead 
it in his capacity.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20160921-fed,20160921-fed_65,2016-09-21,fed,Janet Yellen,Wed,6147,10,"We’re generally pleased with how 
the U.S. economy is doing.",neutral,dovish,neutral,neutral,False,neutral,neutral,dovish
,20191211-fed,20191211-fed_278,2019-12-11,fed,Jerome Powell,Wed,6672,19,"We want to—we want to have this be a successful exercise where we 
meaningfully improve our monetary policy framework.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20211215-fed,20211215-fed_281,2021-12-15,fed,Jerome Powell,Wed,8118,22,"But fundamentally, though, the consumer is really healthy, and we expect personal 
consumption expenditures to be pretty strong in the fourth quarter.",hawkish,dovish,neutral,dovish,True,neutral,neutral,hawkish
,20201105-fed,20201105-fed_175,2020-11-05,fed,Jerome Powell,Thu,6394,1,Yes.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20230726-fed,20230726-fed_300,2023-07-26,fed,Jerome Powell,Wed,6508,5,"So that, that could happen.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220727-fed,20220727-fed_348,2022-07-27,fed,Jerome Powell,Wed,7286,29,"And, you know, when it 
happens, you have to—really, in both ’13 and ’18, it really had consequences for the real 


 economy, you know, two, three, four months later.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20231213-fed,20231213-fed_189,2023-12-13,fed,Jerome Powell,Wed,5992,8,"And, and so that’s how I would answer.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190918-fed,20190918-fed_326,2019-09-18,fed,Jerome Powell,Wed,6392,11,We take that into account in setting our interest rate policy.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210428-fed,20210428-fed_111,2021-04-28,fed,Jerome Powell,Wed,7397,20,"I mean, we—it’s part of a 
strong economy, with people having money to spend and wanting to invest in housing.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20220316-fed,20220316-fed_359,2022-03-16,fed,Jerome Powell,Wed,6576,7,And the overall economy can as well.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20251029-fed,20251029-fed_186,2025-10-29,fed,Jerome Powell,Wed,7197,7,"And for wage inflation, there’s ADP data.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220727-fed,20220727-fed_154,2022-07-27,fed,Jerome Powell,Wed,7286,37,"If 


 you fail to deal with it in the near term, it only raises the cost of, of dealing with it later to the 
extent people start to see it as just part of their economic lives.",hawkish,hawkish,neutral,hawkish,False,hawkish,hawkish,hawkish
,20210728-fed,20210728-fed_191,2021-07-28,fed,Jerome Powell,Wed,7149,5,"So that wouldn’t 
be ideal.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20200916-fed,20200916-fed_242,2020-09-16,fed,Jerome Powell,Wed,8343,6,"So the 
numbers are going up.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190619-fed,20190619-fed_203,2019-06-19,fed,Jerome Powell,Wed,5303,27,"We meet with a broad range of 
private-sector firms all the time on financial technology, and there’s just a tremendous amount of 
innovation going on out there.",neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
,20220504-fed,20220504-fed_125,2022-05-04,fed,Jerome Powell,Wed,6370,5,"So it’s a 
concept, really.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20180321-fed,20180321-fed_225,2018-03-21,fed,Jerome Powell,Wed,4926,17,"Remember that there are 15 FOMC participants, and we—each 
of us has his or her own forecast.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20221102-fed,20221102-fed_261,2022-11-02,fed,Jerome Powell,Wed,6180,12,"I would not—I would not change a word in that statement, though.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20230614-fed,20230614-fed_211,2023-06-14,fed,Jerome Powell,Wed,6570,34,"So—
and that’s, you know, that’s a little bit of the finding of the Bernanke paper with Blanchard of a 
few weeks ago, which is very consistent with, with what I, I would think.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20190320-fed,20190320-fed_214,2019-03-20,fed,Jerome Powell,Wed,5395,10,"So that’s one of the reasons why we’re 
being patient.",neutral,neutral,neutral,neutral,False,dovish,dovish,dovish
,20211215-fed,20211215-fed_146,2021-12-15,fed,Jerome Powell,Wed,8118,10,"I just think, at this point, we don’t know much.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20200610-fed,20200610-fed_41,2020-06-10,fed,Jerome Powell,Wed,7814,38,"The Federal Reserve is also undertaking programs to provide stability to the financial 
system and to more directly support the flow of credit in the economy—for households, for 
businesses of all sizes, and for state and local governments.",dovish,hawkish,dovish,dovish,False,dovish,dovish,neutral
,20221102-fed,20221102-fed_268,2022-11-02,fed,Jerome Powell,Wed,6180,6,So that isn’t going to change.,neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20190918-fed,20190918-fed_24,2019-09-18,fed,Jerome Powell,Wed,6392,15,Participation in the labor force by people in their prime working years has been increasing.,neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
,20200916-fed,20200916-fed_382,2020-09-16,fed,Jerome Powell,Wed,8343,17,"Of course, there would be—this is—you know, we’re the first major central bank to 
adopt this framework.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220126-fed,20220126-fed_252,2022-01-26,fed,Jerome Powell,Wed,7124,16,"And that, I 
think, does raise, raise the risk that high inflation will be more persistent.",hawkish,neutral,hawkish,hawkish,False,hawkish,hawkish,hawkish
,20240320-fed,20240320-fed_293,2024-03-20,fed,Jerome Powell,Wed,5684,8,But not every day and in every way.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190130-fed,20190130-fed_19,2019-01-30,fed,Jerome Powell,Wed,5518,20,"At such times, 
common-sense risk management suggests patiently awaiting greater clarity—an approach that 
has served policymakers well in the past.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20251029-fed,20251029-fed_6,2025-10-29,fed,Jerome Powell,Wed,7197,34,"In support of our goals, and in light of the balance of risks to employment and inflation, 
today the Federal Open Market Committee decided to lower our policy interest rate by 
¼ percentage point.",dovish,dovish,dovish,dovish,False,dovish,dovish,dovish
,20171213-fed,20171213-fed_9,2017-12-13,fed,Janet Yellen,Wed,6682,30,"While changes in tax policy will likely provide some lift to 
economic activity in coming years, the magnitude and timing of the macroeconomic effects of 
any tax package remain uncertain.",dovish,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220727-fed,20220727-fed_161,2022-07-27,fed,Jerome Powell,Wed,7286,12,"And, of course, I would point to the labor market, in particular.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20240612-fed,20240612-fed_163,2024-06-12,fed,Jerome Powell,Wed,6984,7,"Now, 
we, we can’t really know that.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20240320-fed,20240320-fed_83,2024-03-20,fed,Jerome Powell,Wed,5684,19,"I want to start by being—saying I always try to be careful about 
dismissing data that we don’t like.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210317-fed,20210317-fed_113,2021-03-17,fed,Jerome Powell,Wed,7708,43,"And the last thing I’ll say is this:  The state of the economy in two or three years is 
highly uncertain, and I wouldn’t want to focus too much on the exact timing of a potential rate 
increase that far into the future.",hawkish,neutral,neutral,neutral,False,neutral,neutral,dovish
,20220316-fed,20220316-fed_54,2022-03-16,fed,Jerome Powell,Wed,6576,6,"I 
look forward to your questions.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210317-fed,20210317-fed_71,2021-03-17,fed,Jerome Powell,Wed,7708,3,I welcome that.,neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20180613-fed,20180613-fed_264,2018-06-13,fed,Jerome Powell,Wed,6765,28,"We’ve also got quite a lot of 
work to promulgate rules to—after S. 2155 that Senator Crapo’s bill passed—we’ve got a lot of 
work to do under that.",neutral,neutral,dovish,neutral,False,neutral,neutral,neutral
,20250618-fed,20250618-fed_213,2025-06-18,fed,Jerome Powell,Wed,7053,20,"So what we 
learned—and particularly in April—was that substantially larger tariffs were coming and that 
that would mean higher inflation.",hawkish,hawkish,hawkish,hawkish,False,hawkish,neutral,neutral
,20210616-fed,20210616-fed_315,2021-06-16,fed,Jerome Powell,Wed,7956,8,"You know, 
who doesn’t want to see that?",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20211103-fed,20211103-fed_152,2021-11-03,fed,Jerome Powell,Wed,6736,9,"That 
doesn’t seem to have been the case, interestingly.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20171213-fed,20171213-fed_90,2017-12-13,fed,Janet Yellen,Wed,6682,3,"[Laughter]

Wages, yes.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20240612-fed,20240612-fed_311,2024-06-12,fed,Jerome Powell,Wed,6984,4,They couldn’t spend money.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20200729-fed,20200729-fed_238,2020-07-29,fed,Jerome Powell,Wed,7711,52,"If there are particular groups that need help, that need direct monetary help—
not a loan, but an actual grant as the PPP program showed—you can save a lot of businesses and 
a lot of jobs with those in a case where lending a company money might not be the right answer.",dovish,neutral,dovish,dovish,False,dovish,dovish,dovish
,20250917-fed,20250917-fed_91,2025-09-17,fed,Jerome Powell,Wed,6563,14,"At the same time, we’ve got to weigh the risks to the two goals.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20230920-fed,20230920-fed_159,2023-09-20,fed,Jerome Powell,Wed,6934,20,"We’ll make—we take all of that into account, so I 
can’t really answer a hypothetical about one piece of that.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190130-fed,20190130-fed_83,2019-01-30,fed,Jerome Powell,Wed,5518,24,"So I can’t get into specific hypotheticals, but I do believe that we have a symmetric 
objective, and I believe we’ll act that way.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20220316-fed,20220316-fed_244,2022-03-16,fed,Jerome Powell,Wed,6576,7,So a couple things just to add.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20190731-fed,20190731-fed_87,2019-07-31,fed,Jerome Powell,Wed,5545,31,"I think you have to look back over the course of the year and see the 
Committee moving away from rate increases to a neutral posture to, now, a rate cut.",dovish,dovish,dovish,dovish,False,dovish,dovish,dovish
,20210922-fed,20210922-fed_321,2021-09-22,fed,Jerome Powell,Wed,6738,21,"And because, you know, inflation expectations had drifted down, 
and it was good to see them get back up a bit.",dovish,neutral,hawkish,dovish,True,dovish,dovish,dovish
,20241218-fed,20241218-fed_166,2024-12-18,fed,Jerome Powell,Wed,7525,6,"So that’s, that’s the “extent” question.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20181219-fed,20181219-fed_125,2018-12-19,fed,Jerome Powell,Wed,5060,28,"So we 
don’t think, you know, things that are happening at the short run—at the short end—are driven 
by many other factors other than the balance sheet runoff.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20220316-fed,20220316-fed_72,2022-03-16,fed,Jerome Powell,Wed,6576,12,"But remember, as well, that 2.8 percent is still very strong growth.",neutral,dovish,dovish,dovish,False,hawkish,neutral,hawkish
,20160921-fed,20160921-fed_7,2016-09-21,fed,Janet Yellen,Wed,6147,17,"Economic growth, which was subdued during the first half of the year, appears to have 
picked up.",dovish,dovish,neutral,dovish,False,neutral,neutral,neutral
,20220126-fed,20220126-fed_48,2022-01-26,fed,Jerome Powell,Wed,7124,36,"[In] these high-level principles, [we] clarify that the federal 
funds rate is our primary means of adjusting monetary policy and that reducing our balance sheet 
will occur after the process of raising interest rates has begun.",hawkish,hawkish,hawkish,hawkish,False,hawkish,hawkish,neutral
,20250507-fed,20250507-fed_104,2025-05-07,fed,Jerome Powell,Wed,6108,11,"So that is—that is the 
economy as we see it now.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20220504-fed,20220504-fed_226,2022-05-04,fed,Jerome Powell,Wed,6370,25,"So it’s a good time to be a worker looking to, you know, either change jobs or get a 
wage increase in your current job.",dovish,neutral,neutral,neutral,False,dovish,neutral,dovish
,20211103-fed,20211103-fed_8,2021-11-03,fed,Jerome Powell,Wed,6736,28,"Economic activity expanded at a 6.5 percent pace in the first half of the year, reflecting 
progress on vaccinations, the reopening of the economy, and strong policy support.",dovish,dovish,neutral,dovish,False,neutral,neutral,neutral
,20200303-fed,20200303-fed_54,2020-03-03,fed,Jerome Powell,Tue,1627,6,It’s always a range of things.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20240501-fed,20240501-fed_220,2024-05-01,fed,Jerome Powell,Wed,6224,15,"We believe it’s restrictive, and, you know, we—our evidence 


 for that, I went over earlier.",hawkish,neutral,neutral,neutral,False,hawkish,hawkish,hawkish
,20230503-fed,20230503-fed_268,2023-05-03,fed,Jerome Powell,Wed,6441,39,"So to get, I, I think—as goods pipelines have, have gotten, you know, back to normal so that we 


 don’t have the long waits and the shortages and that kind of thing—I think you will see inflation 
come down.",neutral,dovish,dovish,dovish,False,dovish,dovish,dovish
,20210428-fed,20210428-fed_3,2021-04-28,fed,Jerome Powell,Wed,7397,24,"At the Federal Reserve, we are strongly committed 
to achieving the monetary policy goals that Congress has given us:  maximum employment and 
price stability.",dovish,neutral,neutral,neutral,False,neutral,neutral,neutral
,20250917-fed,20250917-fed_288,2025-09-17,fed,Jerome Powell,Wed,6563,9,"And so that meant different things 
for different people.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20180321-fed,20180321-fed_165,2018-03-21,fed,Jerome Powell,Wed,4926,6,"And it’s—
you described it accurately.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
